customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
534,25.0,Male,South,Secondary,Salaried,69905.02359103358,31530.51986893951,Business,616.065297085868,4,174,26.649077574628855,2021-10-27,0
535,48.0,Male,South,Post-Graduate,Self-Employed,321097.3547170396,136350.83643022444,Business,440.5290606660653,2,101,11.522862998684694,2023-03-23,0
536,26.0,Female,East,Post-Graduate,Self-Employed,160803.76294781044,63412.37961103053,Other,618.8762666393155,3,94,23.005947870003645,2010-04-21,0
537,38.0,Male,North,Secondary,Salaried,316702.8576876211,68645.4932408985,Business,721.0812195627818,2,259,43.944913902210445,2020-12-28,0
538,25.0,Male,North,Secondary,Self-Employed,30400.832216555955,17160.290111464066,Education,850.0,1,257,20.025485838667258,2016-08-08,0
539,21.0,Male,North,Graduate,Salaried,275955.170822147,76691.1951181551,Other,383.20028938054486,1,22,29.988381358377396,2015-07-23,0
540,39.0,Female,North,Secondary,Salaried,486079.04343039927,127854.83312392872,Other,624.2855835767658,3,228,29.376172683711772,2020-11-06,0
541,45.0,Male,West,Primary,Salaried,107569.35538946894,45517.10991913011,Other,688.3259142399037,2,20,17.81977697672155,2011-06-02,0
542,,Male,East,Secondary,Self-Employed,32778.636560568884,16779.331551106417,Business,453.2056216378933,0,55,16.07438096488288,2017-06-17,0
543,21.0,Male,South,Graduate,Self-Employed,308083.5623995615,97678.89032023732,Car,565.4962540527838,1,162,14.35312023578654,2014-01-20,0
544,56.0,Male,South,Post-Graduate,Self-Employed,203355.236992533,91596.22713897409,Home,547.513203565569,1,138,50.477777020638,2022-06-07,0
545,38.0,Male,West,Graduate,Unemployed,78528.4996353471,34236.15075360469,Home,669.7968800260684,1,110,16.18220132072133,2016-01-25,0
546,25.0,Male,North,Secondary,Salaried,117987.13770047124,43299.230990761615,Business,561.5586814057309,1,55,30.132614327927666,2014-04-23,0
547,37.0,Male,South,Secondary,Salaried,108059.6395166677,28527.58218062083,Other,523.160078377349,2,151,7.958072821613538,2019-11-22,0
548,49.0,Male,West,Primary,Salaried,113888.75334330999,32245.217788371032,Home,592.8899627471998,0,107,36.455809804530844,2021-02-28,0
549,18.0,Male,East,Primary,Salaried,73738.68762152738,18499.41492934957,Business,460.87275520116856,2,67,8.05527254082575,2017-09-17,0
550,23.0,Male,West,Secondary,Salaried,494725.2701160837,181356.53340069417,Car,719.7219609578857,3,278,36.06586722872268,2022-06-06,0
551,45.0,Female,North,Graduate,Self-Employed,292166.7667607148,116115.26066782765,Education,745.7018758871997,3,222,46.50784221797228,2015-02-04,0
552,61.0,Female,North,Secondary,Salaried,250011.82614674504,146630.43270566114,Other,627.807421480155,2,288,34.1019282267989,2011-08-18,0
553,48.0,Male,East,Secondary,Salaried,2215921.398789047,565398.440112004,Home,518.509403387284,4,26,15.556640326988791,2016-02-14,0
554,27.0,Male,South,Secondary,Unemployed,114883.22910407599,44778.371352521666,Car,722.847754556801,3,239,54.33459108623576,2012-04-03,0
555,,Male,West,Primary,Salaried,270696.9741248523,100194.19945328741,Education,646.7920472224184,4,28,15.184715363011787,2021-12-22,0
556,25.0,Male,South,Secondary,Self-Employed,49179.56667720821,89989.94392491622,Car,677.1284408874509,3,49,10.76476519412867,2014-11-17,0
557,39.0,Female,West,Post-Graduate,Salaried,135904.3339266578,55836.82311037736,Home,716.8276857881908,1,56,12.31439489849988,2014-12-11,0
558,55.0,Male,South,Secondary,Self-Employed,57937.50303200006,31969.115508275423,Education,689.5753254666599,0,238,18.113196957174207,2010-04-21,0
559,46.0,Male,East,Post-Graduate,Salaried,258271.63884385893,96745.51270070963,Other,691.8625162275474,2,132,13.034167930230897,2016-05-18,0
560,26.0,Male,West,Secondary,Salaried,316065.7705547439,81299.86490415924,Car,586.1314980256898,10,291,4.922187337099719,2020-03-26,1
561,61.0,Male,South,Secondary,Salaried,408973.7051556957,632227.0951272657,Home,425.3781568304232,3,86,23.348539454359923,2014-03-12,0
562,64.0,Male,East,Secondary,Salaried,118945.25937394786,26759.72138849041,Education,563.8585775830071,3,247,37.56022822881583,2013-11-30,0
563,,Male,East,Post-Graduate,Salaried,175828.50552237823,66534.68017581721,Home,541.696441026462,1,292,30.27310996840319,2018-12-25,0
564,58.0,Female,South,Primary,Salaried,276831.68076521304,85690.80547038847,Business,693.7409293032517,5,225,26.982522953311005,2013-10-05,0
565,69.0,Female,East,Secondary,Unemployed,91377.556112213,31212.874406931667,Home,636.3620976745069,1,3,25.426327171854734,2014-01-14,0
566,,Male,East,Graduate,Salaried,192053.7828562428,48285.02107499451,Education,723.4470999416579,0,143,19.12051199682401,2015-06-22,0
567,43.0,Male,West,Primary,Salaried,51812.655991503314,23379.86814760293,Car,684.8630246284371,1,176,55.34077504987573,2021-09-28,0
568,,Female,East,Post-Graduate,Salaried,278510.31667339755,64062.985180114956,Other,835.2987554992068,0,112,45.805120083150555,2017-11-01,0
569,69.0,Female,South,Graduate,Salaried,78115.5480600822,41567.64578371962,Car,514.2341994438793,1,110,7.306890399272661,2022-11-25,0
570,52.0,Female,North,Primary,Salaried,224234.31009429158,130387.1958980587,Business,556.1664849927554,3,181,42.63713556667758,2017-09-01,0
571,41.0,Female,North,Post-Graduate,Self-Employed,219454.3043214655,69344.33828836466,Education,850.0,2,163,29.32476438148464,2019-12-02,0
572,,Male,North,Graduate,Self-Employed,,,Other,,1,147,6.359827443873564,2011-09-29,0
573,37.0,,North,Post-Graduate,Salaried,191116.01206831873,57902.18671978703,Other,468.53671764748924,1,281,45.211618858529576,2019-05-13,0
574,44.0,Female,North,Post-Graduate,Salaried,151394.01440363907,67045.02501469014,Other,748.4805701274076,1,213,49.09586940388145,2012-03-21,0
575,32.0,Male,North,Post-Graduate,Salaried,,,Home,605.5079007899641,2,238,32.235955261236384,2015-03-07,0
576,,Male,South,Graduate,Unemployed,284063.876367836,95168.06342044035,Home,663.4309197751536,0,143,32.80557779462727,2022-01-26,0
577,69.0,Male,East,Primary,Salaried,192820.841658767,99668.43724476451,Other,394.70318886326123,1,136,36.13447040826854,2023-01-15,0
578,24.0,Male,South,Secondary,Salaried,146327.35376109788,245527.8294859252,Car,639.8888189453493,3,258,22.69855857756094,2022-06-27,0
579,51.0,Female,North,Primary,Salaried,206157.40706955965,93939.0295102002,Business,615.2660799319929,2,42,44.28561350852924,2011-10-21,0
580,,Male,North,Primary,Self-Employed,62722.63533251925,23945.312299620426,Education,603.047022377681,2,167,10.95661920200977,2013-02-01,0
581,68.0,Male,West,Primary,Salaried,3991731.309216596,1162324.7233195195,Home,654.5161017838452,3,185,6.607240018550196,2016-03-03,0
582,63.0,Female,North,Secondary,Self-Employed,73274.84129116741,21743.951163390037,Home,709.177257203505,2,201,57.64836488736596,2017-11-07,0
583,59.0,Male,East,Secondary,Salaried,65866.10128241328,30408.076852531998,Car,438.56543438426945,3,102,40.651352342104246,2021-12-01,0
584,22.0,Male,South,Secondary,Self-Employed,296042.3043107679,76492.98854438764,Home,625.3207747773583,1,184,33.421937680761275,2012-06-19,0
585,47.0,Other,South,Post-Graduate,Salaried,73799.24388856052,41494.726361218105,Home,755.0096496269022,1,174,15.358784061547132,2019-08-25,0
586,45.0,Male,West,Post-Graduate,Self-Employed,72052.52335309384,17137.25368873108,Home,722.0440132881292,2,140,22.63861690219667,2019-08-08,0
587,35.0,Male,South,Secondary,Salaried,311535.0677840942,151350.10135335667,Business,653.8774104542325,6,8,6.700740947859618,2022-01-07,0
588,53.0,Male,North,Primary,Self-Employed,108296.69233625139,37575.17077443963,Education,481.3152206096132,2,190,22.85025487189452,2011-09-11,0
589,20.0,Male,East,Post-Graduate,Salaried,434510.9617147627,226752.01323087834,Other,807.5370521964853,3,13,25.695657916183357,2014-06-10,0
590,38.0,Male,North,Secondary,Unemployed,148733.44637117963,58005.46522210065,Other,643.9587499533154,3,96,47.56230728658887,2010-03-11,0
591,63.0,Male,South,Secondary,Unemployed,85426.27431346428,26621.166942459105,Education,651.4011316488279,7,278,9.48010977531428,2017-08-06,0
592,33.0,Female,East,Primary,Salaried,100182.33222332867,59306.291746998126,Car,669.3324400593854,0,17,8.595873618534682,2022-12-01,0
593,54.0,Male,West,Primary,Salaried,366813.17654312484,151345.35911695196,Business,533.7042082463744,2,231,3.158036857622363,2014-02-26,0
594,59.0,Female,East,Primary,Salaried,2385346.870527101,558701.8560265274,Business,577.520429816169,1,21,33.14512844457763,2023-01-27,0
595,22.0,Male,East,Secondary,Self-Employed,140630.81123203435,65373.20456420122,Business,793.3846990457669,2,58,41.22075956878143,2019-07-18,0
596,67.0,Male,East,Post-Graduate,Salaried,277591.7754661251,106362.27775070035,Home,605.3372941283482,4,81,40.2918405067251,2013-07-15,0
597,,Male,West,Post-Graduate,Self-Employed,483243.4604961918,1224835.065865912,Education,475.008553577852,3,106,52.92050632794446,2020-11-28,0
598,31.0,Other,South,Post-Graduate,Unemployed,85936.65591891725,22218.593910547344,Car,771.897711682573,1,139,1.8691733969266262,2013-02-18,0
599,48.0,Male,West,Primary,Salaried,77486.1050451667,23727.629656909347,Education,524.0567175679352,1,103,62.522384527433616,2015-07-23,0
600,63.0,Male,South,Primary,Salaried,63049.840661574824,27354.66479922056,Car,726.8538201254098,2,192,14.057024375356656,2013-12-15,0
601,41.0,Male,West,Primary,Salaried,630522.3025699963,292338.6156969371,Education,628.2623058801599,1,226,62.68360818433174,2020-10-06,0
602,52.0,Male,East,Graduate,Salaried,113537.18709351831,44154.80270737819,Home,559.5009323329914,0,42,32.54138146398192,2012-02-27,0
603,53.0,Female,South,Primary,Unemployed,179673.65374569755,70388.32505484163,Home,850.0,3,157,16.472753948675386,2015-04-29,0
604,27.0,,North,Primary,Self-Employed,4422063.3087102175,1000636.8938342619,Business,553.8806868477013,2,199,21.642817882737866,2016-07-25,0
605,44.0,Female,South,Secondary,Salaried,621281.4619921959,285153.7743556145,Car,850.0,3,96,8.68449683739222,2019-09-29,0
606,44.0,Male,West,Graduate,Self-Employed,129433.63112098606,37681.91001636579,Home,,2,31,34.86004172262132,2015-09-30,0
607,40.0,Male,West,Primary,Salaried,51648.10515039806,19288.86692370271,Home,550.4792307429611,2,40,18.375408378897813,2021-01-09,0
608,30.0,Male,South,Secondary,Salaried,111278.66901443752,46343.57281283491,Other,681.8111641553376,3,224,33.49692716831795,2016-08-13,0
609,33.0,Other,South,Graduate,Self-Employed,161732.8452329826,39083.65939306616,Other,461.40308788970196,0,267,15.070342077583957,2018-11-15,0
610,52.0,Male,East,Primary,Self-Employed,405834.4921873829,173710.203903709,Car,689.660814209728,3,29,23.681717856337947,2020-08-25,0
611,44.0,Female,South,Graduate,Unemployed,111127.89542737482,268610.8909578209,Education,641.439961569722,0,164,18.975919357200898,2020-12-24,0
612,69.0,Female,West,Graduate,Salaried,866384.006063547,224079.9760167053,Car,587.8497221073112,2,12,13.738852303706512,2013-06-04,0
613,56.0,Female,East,Post-Graduate,Salaried,137091.94423030547,61017.155163178286,Education,604.3550772537193,2,234,31.24012244528489,2010-03-31,0
614,64.0,Male,East,Graduate,Salaried,139690.82191602016,77808.49292624382,Car,538.5820240353796,2,157,44.12863249848017,2010-05-02,0
615,34.0,Male,East,Secondary,,422294.02521767974,147597.32778784665,Other,569.7156604551924,2,201,49.05990356322871,2017-04-24,0
616,65.0,Male,South,Secondary,Self-Employed,235871.95311632555,64004.68200518342,Education,669.1180961240918,1,222,43.728380809052034,2020-06-23,0
617,58.0,Female,West,Graduate,Salaried,101324.90527341943,24187.22058172676,Business,632.547832224988,3,180,30.046694822858903,2013-03-17,0
618,18.0,Female,East,Secondary,Salaried,73236.5141189092,29937.404685787227,Home,,1,191,7.221951164344305,2017-12-24,0
619,28.0,Male,West,Secondary,,276026.25569178583,80410.43721431753,Home,768.6028709705229,2,194,19.558865391995298,2010-02-19,0
620,29.0,Male,West,Post-Graduate,Salaried,278851.9890962645,70874.45338152451,Business,470.04711964575256,1,78,45.989752708895764,2017-06-24,0
621,31.0,Female,West,Graduate,Self-Employed,,,Home,384.3346367630598,1,176,12.482845520462101,2014-11-06,0
622,25.0,Other,South,Graduate,Salaried,248313.22123089654,137084.76747495707,Car,458.59314529493525,3,133,58.393591767797936,2015-09-01,0
623,48.0,Female,South,Primary,Self-Employed,195516.78523503777,51097.51735353379,Home,600.3246710132,1,272,11.50923630657844,2017-07-27,0
624,,Female,North,Post-Graduate,Salaried,275703.784197335,111245.22149259558,Business,668.6907306095762,1,118,6.076636144631199,2020-05-18,0
625,63.0,Male,East,Secondary,Salaried,98699.56312922832,46536.69387493473,Education,412.5535881452299,3,110,21.49814525769743,2013-03-25,0
626,48.0,Male,West,Secondary,Salaried,213202.39851992336,120192.40130253902,Business,670.5671395094575,1,210,33.644074867457405,2017-09-29,0
627,33.0,,East,Primary,Salaried,158019.02229321672,48625.83335988804,Business,850.0,0,47,14.970299885779431,2018-02-25,0
628,59.0,Male,West,Post-Graduate,,233679.9315823976,109592.9959962429,Education,596.0837726729808,3,15,30.716208756679485,2011-05-25,0
629,56.0,Female,West,Post-Graduate,,282467.59583846235,62289.189036638956,Other,789.6942303319603,4,117,18.170039918383182,2013-02-07,0
630,61.0,Male,South,Graduate,Salaried,157819.6347823149,48868.09423518591,Car,744.1615054463438,1,17,17.672640195710997,2019-07-25,0
631,36.0,Male,South,Graduate,Salaried,78449.22151762669,34372.01920474276,Business,527.8576759267603,3,175,8.584340745094764,2019-02-04,0
632,25.0,Male,South,Secondary,Self-Employed,62483.85933519495,26622.226487655833,Home,,3,46,35.51777076538075,2022-03-21,0
633,46.0,Female,South,Primary,Unemployed,148666.23093607876,39120.305247344986,Education,547.3814598931541,5,94,31.398545123309173,2011-05-12,1
634,19.0,Other,South,Secondary,Self-Employed,78505.6808565815,29915.084318326717,Car,565.0214171549962,2,131,34.10569634262572,2013-05-26,0
635,,Other,North,Secondary,Unemployed,214120.20821097915,98553.67639438245,Car,337.3658376665132,4,3,20.64398455429616,2014-12-25,0
636,20.0,Male,East,Secondary,Salaried,178522.36994020292,58310.43321752674,Business,757.7581636852991,2,44,88.82532875007365,2020-09-02,0
637,68.0,Other,North,Primary,Salaried,222857.51639113168,100392.1378293334,Car,549.7110936229786,1,264,68.75065006689378,2018-08-04,0
638,46.0,Female,North,Primary,,253066.15781334823,112510.06145957306,Home,775.3870715087722,0,264,12.28840746273487,2021-08-26,0
639,,Male,North,Graduate,Salaried,102651.5737887115,26905.00857103025,Home,622.1116294643105,4,43,42.561743624039906,2011-11-23,0
640,55.0,Male,West,Graduate,Unemployed,223581.08998983074,102744.46945237281,Business,625.2750518689791,3,271,47.95770901535742,2018-09-03,0
641,45.0,Female,West,Secondary,Salaried,318889.8228331962,69710.29313882686,Business,763.5873122588338,6,287,24.775389407188477,2019-09-04,0
642,54.0,Female,West,Secondary,Self-Employed,134692.27894481077,80076.4796404031,Other,495.9360962660068,2,184,52.31479630365319,2012-10-21,0
643,49.0,Male,East,Secondary,Self-Employed,197336.2549436362,76736.70704841304,Education,558.499156255242,3,68,21.029527987010514,2021-12-03,0
644,47.0,Male,North,Primary,Salaried,352877.30880134116,135480.3860177418,Education,665.0388036362262,2,28,45.14933078626905,2016-02-13,0
645,68.0,Male,West,Post-Graduate,Salaried,142654.79673245407,80950.11666262925,Home,568.9742348206032,3,106,13.83798479109865,2013-12-18,0
646,64.0,Male,East,Graduate,Self-Employed,102898.14444610868,41547.0814108179,Car,574.5189499279721,2,173,31.48583127068199,2018-04-18,0
647,47.0,Male,East,Graduate,Salaried,194960.10926959867,58274.144076732344,Car,614.3748208615348,2,98,56.94197573723958,2018-03-26,0
648,68.0,Female,North,Primary,Salaried,187820.9079835496,71750.1088614016,Home,776.7780156069286,4,202,34.535888601383235,2020-11-18,0
649,51.0,Male,West,Post-Graduate,Self-Employed,486540.14785858616,112266.63617946042,Business,705.5000590209181,1,121,10.62349616937221,2017-06-02,0
650,30.0,Female,West,Post-Graduate,Salaried,,,Education,834.6203395345427,1,275,80.5914987130979,2014-08-02,0
651,50.0,Male,East,Primary,Salaried,67722.42014860098,36357.71411790642,Other,699.2637434398089,3,214,4.999821705886412,2014-02-22,0
652,,Male,South,Secondary,Salaried,39041.60129817485,12617.744312746616,Car,736.1897685954476,4,97,43.736309659039975,2021-12-15,0
653,34.0,Female,North,Post-Graduate,Unemployed,286995.00660448964,100531.295766945,Other,,2,200,44.89004299390245,2012-02-10,0
654,20.0,Female,South,Post-Graduate,Self-Employed,117274.43332051102,23809.180379810587,Business,616.3346642689025,0,263,43.53535365160803,2016-03-29,0
655,26.0,Female,North,Post-Graduate,Salaried,359995.39690925303,147307.53863056406,Home,656.8885487602105,0,216,31.356847756441535,2013-03-24,0
656,69.0,Male,North,Secondary,Salaried,47950.34362074206,14555.916874247068,Car,850.0,3,212,3.554238505108508,2022-11-06,0
657,28.0,Female,East,Secondary,Salaried,159942.7683448907,322908.5673042478,Education,656.9180833239344,2,247,57.00522148036704,2015-05-04,0
658,66.0,Male,East,Post-Graduate,Self-Employed,337530.0800998935,91393.15463532487,Car,651.8114625892334,2,30,46.90628572188821,2013-09-15,0
659,44.0,Female,South,Graduate,Self-Employed,329460.74889204826,112864.20161709092,Education,453.0361948925422,0,196,67.00081301142409,2021-03-19,0
660,45.0,Female,South,Secondary,Salaried,259221.71820450822,127691.54898088901,Car,695.7604545420703,2,67,40.94772326541366,2014-10-16,0
661,19.0,Female,North,Secondary,Salaried,59226.442025289725,25194.975643658276,Other,685.7971208524615,2,227,20.8558878454201,2017-09-29,0
662,18.0,Female,South,Secondary,,191093.0626993306,102308.22201514072,Home,626.9970505737526,4,172,49.69290983968977,2022-01-18,0
663,23.0,Female,North,Secondary,Salaried,257439.1882248553,104951.92974961863,Education,675.6919639450119,1,155,22.819993818833385,2015-10-29,0
664,42.0,Female,South,Secondary,Salaried,244811.90499100287,142559.50364708554,Car,850.0,1,13,22.20304346409795,2013-03-20,0
665,52.0,Male,East,Graduate,Salaried,93137.9546997894,40313.546857555804,Education,526.9750342776041,1,36,25.40164188144873,2020-08-10,0
666,33.0,Female,West,Secondary,Salaried,302105.2188024611,115637.78199343146,Business,559.2285744165978,1,152,34.08220503699634,2017-05-10,0
667,21.0,Other,North,Primary,Salaried,190913.01973076494,89946.70058273463,Other,652.7480194790859,2,295,23.05508776311663,2021-10-03,0
668,64.0,,North,Primary,Salaried,28854.028687029248,13804.76938372694,Education,639.3125347752003,1,218,8.287158476987141,2019-12-02,0
669,55.0,Female,South,Secondary,Salaried,95438.25795275674,48449.26832971384,Other,666.836759995057,0,258,8.278847998681723,2011-05-11,0
670,61.0,Male,West,Primary,Salaried,391219.3427676448,224562.63436654842,Other,637.0962248413385,0,83,15.861511372871103,2014-11-15,0
671,37.0,Male,North,Secondary,Salaried,541910.1314258878,228014.74264587724,Business,595.4511543286756,0,132,32.42505327517497,2013-10-17,0
672,42.0,Male,North,Secondary,Unemployed,107660.46092202039,36129.37305334594,Business,691.6138161747241,3,41,41.5905339575904,2023-03-18,0
673,24.0,Male,West,Post-Graduate,Salaried,341057.98487424623,114694.59118981127,Other,604.0712863658221,3,278,19.637389224970907,2020-03-29,0
674,,Female,West,Graduate,Salaried,134073.35192011826,43819.92221811611,Education,432.1171618537461,5,95,21.631350094222643,2013-12-04,1
675,24.0,Male,South,Graduate,Self-Employed,266033.8598296673,76420.7342550487,Other,818.9488090725588,0,270,6.5052193137416765,2018-06-28,0
676,46.0,Female,East,Secondary,Salaried,281770.8944759383,92997.06450941256,Home,464.9438157649593,0,278,24.731046458926382,2021-02-12,0
677,69.0,Male,South,Post-Graduate,Salaried,1685030.4801185764,959467.3426447156,Education,666.4262852667276,3,73,36.17677222462027,2021-03-28,0
678,24.0,Male,North,Graduate,Self-Employed,239688.1094279208,75123.63214390162,Home,757.6587297046575,0,68,40.44255397954637,2012-11-22,0
679,20.0,Male,South,Post-Graduate,Salaried,73760.95006371994,22245.975072300007,Other,732.6426381853926,2,96,6.567102321422317,2015-07-20,0
680,46.0,Female,East,Secondary,Salaried,81639.94039584581,28429.2022859828,Car,653.866024974985,3,279,38.964525546809355,2022-06-13,0
681,46.0,Male,East,Primary,Salaried,180529.85177947753,63871.483740784046,Home,562.4841828695289,1,252,3.6860521490510627,2011-12-23,0
682,56.0,Female,South,Graduate,Salaried,119253.72138004862,48080.450880324635,Other,706.4362217750468,2,268,27.200710650522204,2018-01-19,0
683,55.0,Female,West,Secondary,Salaried,83102.18734239049,17441.282423482804,Home,566.2969956864575,1,96,51.92416217338975,2022-04-27,0
684,23.0,Female,North,Secondary,Salaried,877734.5320925781,426556.1974720515,Other,682.0118251658893,0,211,34.699890442258976,2013-10-27,0
685,63.0,Male,East,Primary,Salaried,208686.51876356348,103798.21605466426,Other,850.0,3,171,34.36160464492136,2011-02-23,0
686,27.0,Male,South,Post-Graduate,Self-Employed,142064.87355064758,32103.86718455201,Other,642.3625894324542,4,55,39.61921736728245,2017-08-09,0
687,54.0,Male,North,Secondary,Salaried,131712.84465429772,40776.35067957116,Education,596.0724029019128,1,3,8.667630068123128,2012-07-09,0
688,31.0,Female,East,Secondary,Salaried,154718.23055346948,64720.81616924487,Education,637.191174804487,10,123,20.753247033704753,2021-11-27,0
689,39.0,Male,West,Primary,Self-Employed,136184.4675103356,75696.2469279333,Other,473.1269255945127,4,75,23.368396333303984,2019-12-22,0
690,49.0,Male,East,Secondary,Salaried,273581.45695725066,132803.17182964805,Business,700.8138598219167,1,210,41.34145355410615,2010-12-13,0
691,35.0,Female,East,Graduate,Salaried,135066.4619502631,33278.49375690727,Education,506.50114792256915,3,97,36.493737972566436,2017-03-24,0
692,53.0,Female,North,Graduate,Salaried,83901.48730168509,32983.173238902156,Home,448.5803785341391,1,63,61.42413916038677,2013-01-25,0
693,63.0,Female,South,Graduate,Salaried,311949.5640624029,87394.86362735358,Other,554.3524875471187,0,97,1.5612306209838027,2020-06-04,0
694,69.0,Male,North,Graduate,Salaried,712109.3234564175,1014181.3996277514,Other,630.6521846232757,1,250,30.126460144648487,2016-07-28,0
695,26.0,Male,South,Primary,Salaried,153865.0517819822,92004.37529112198,Business,508.21909856818337,1,33,10.913655892098419,2010-11-09,0
696,43.0,Male,North,Secondary,Self-Employed,57707.36065645149,12913.904907443011,Other,599.3724466995446,5,28,31.33762894498886,2010-06-28,1
697,39.0,Male,West,Secondary,Self-Employed,91497.35435406581,41033.9370585296,Education,737.3564108592359,2,190,35.39409692462945,2016-04-24,0
698,63.0,Female,South,Graduate,Salaried,160856.56219498074,54921.005199769505,Home,651.8014120211201,6,195,3.277568745741581,2010-08-10,0
699,55.0,Male,East,Graduate,,288480.3719148499,64577.379543436124,Home,764.8351788117068,3,163,21.030301445095585,2013-03-28,0
700,40.0,Male,South,Graduate,Self-Employed,70505.84412621913,20014.11420086438,Business,542.1198718588248,2,270,22.192265398237186,2011-08-01,0
701,34.0,Female,East,Secondary,Salaried,147776.84934360525,82165.38511722982,Car,614.4985651417542,1,112,49.999403523420405,2012-08-17,0
702,43.0,Male,North,Secondary,Salaried,136019.55440668698,64278.129232701314,Home,705.5806252710928,2,19,50.108050478482916,2014-04-17,0
703,64.0,Female,South,Graduate,Self-Employed,90720.57993944219,46161.39687104859,Education,447.0167455468526,3,94,18.058336726301206,2014-10-12,0
704,55.0,Female,North,Primary,Salaried,247855.89664237644,146320.54869996835,Education,620.0261681483382,0,92,23.195855526945383,2014-10-19,0
705,19.0,Male,South,Secondary,,122020.6924943901,24726.49093870015,Business,624.8374214354562,2,155,47.8940261331071,2021-05-23,0
706,23.0,Male,North,Graduate,Self-Employed,775780.0351904602,386179.05088623695,Education,554.4734126866941,0,177,43.759875267277394,2022-06-01,0
707,24.0,Male,South,Graduate,Salaried,151096.31016596843,54255.89669663781,Car,751.3921915986159,0,205,34.46516864586292,2023-08-18,0
708,30.0,Male,West,Primary,Salaried,107755.33766710864,31130.119765722946,Home,779.7459027707646,1,11,65.29042161017176,2022-04-16,0
709,44.0,Female,North,Secondary,Self-Employed,114771.49016829174,63050.92810583535,Education,616.1035031583064,1,75,65.72400552338486,2020-09-27,0
710,28.0,Female,South,Secondary,,116610.87555734091,36861.26974060023,Car,594.3913750376352,3,132,8.850661778458099,2010-09-08,0
711,32.0,Male,West,Post-Graduate,Self-Employed,232908.30624052414,55263.487589331606,Business,737.4792371241016,1,257,24.626665231689987,2019-10-14,0
712,26.0,Male,East,Secondary,Self-Employed,184126.66459734534,106032.45084421466,Car,,4,223,31.077774385445778,2014-08-08,0
713,25.0,Female,North,Secondary,Salaried,134942.32709802425,45277.21894865651,Car,550.5298381242005,2,236,14.595130137643258,2017-04-23,0
714,63.0,,South,Secondary,Salaried,249432.89410641478,56138.19606431415,Education,523.3573909776874,2,78,42.31048730725098,2021-05-18,0
715,23.0,Female,North,Graduate,Salaried,184238.54505695275,99180.4556207041,Home,602.9860311018239,1,40,6.9332948407058765,2019-12-19,0
716,65.0,Male,North,Post-Graduate,Unemployed,117392.85677400003,60819.11779227766,Car,748.4621398428818,2,95,47.16280274619112,2018-05-12,0
717,60.0,Male,South,Primary,Salaried,195218.7147473389,73323.8518380139,Education,687.0729874699772,1,218,28.517078193137934,2017-12-17,0
718,21.0,Female,West,Graduate,Self-Employed,,,Education,741.9667544484591,1,61,15.694640444462987,2011-08-23,0
719,28.0,Female,South,Secondary,Salaried,162146.66873032931,67673.34063344142,Other,630.5228410853323,1,127,43.599934335367124,2010-09-22,0
720,68.0,Other,East,Graduate,Salaried,383551.44314695976,223168.5200099428,Car,478.18402549662994,1,60,28.03134481653536,2015-06-14,0
721,45.0,Male,East,Secondary,Salaried,233816.52457142746,112996.28942308662,Other,618.5912527298176,2,134,38.136523685059885,2015-09-17,0
722,43.0,Male,South,Primary,Unemployed,163641.02129934676,74582.48209519178,Other,564.8372332566166,5,215,37.401415726491386,2021-12-23,1
723,21.0,Male,North,Secondary,Salaried,118069.89539341567,31189.610350157334,Other,555.3763116390346,1,289,48.546577138959385,2019-10-14,0
724,32.0,Female,South,Secondary,Salaried,196124.4407113507,60565.419030409495,Car,618.0506854088861,1,102,10.270461432251938,2021-10-01,0
725,36.0,Male,North,Secondary,Salaried,47240.615050213644,16475.858143808633,Car,745.1752464352179,0,70,56.224124882190466,2010-09-25,0
726,23.0,Male,West,Primary,Salaried,140603.68879491495,35830.25049212574,Other,,1,114,17.01791424801406,2016-12-24,0
727,22.0,Male,East,Secondary,Salaried,30832.568455122833,10283.82505214287,Car,668.8825976234009,2,178,9.947792805108019,2015-06-02,0
728,35.0,Male,North,Graduate,Salaried,185173.15164436487,94636.74092445166,Car,768.4127954110961,0,205,42.5557893828056,2014-05-31,0
729,23.0,Female,East,Primary,Self-Employed,164004.2874075479,97070.7705877914,Home,727.0507268448381,1,135,22.466963583386608,2011-12-31,0
730,48.0,Male,North,Primary,Salaried,62886.781914754705,25466.54304110659,Home,691.0435243044208,0,154,4.001176939100206,2017-01-25,0
731,42.0,Female,West,Primary,,116190.50920984079,32121.24212853563,Business,,2,223,47.559642134270035,2010-11-01,0
732,21.0,Female,South,Secondary,Salaried,377778.06614377606,181309.54687462808,Home,458.955498494584,0,43,49.36066996148277,2010-04-02,0
733,,Male,East,Graduate,Salaried,,,Car,630.1248009910486,1,8,29.397554113758424,2015-05-02,0
734,58.0,Male,East,Primary,Salaried,357727.1028349831,114408.1921057681,Business,663.7450649419295,3,285,39.38496729528996,2016-12-31,0
735,54.0,Female,West,Secondary,Salaried,103331.68127717535,37437.84424849622,Home,722.5043378201192,5,281,6.184206521716737,2019-04-04,0
736,67.0,Male,North,Primary,Salaried,269731.7996943109,126068.80906741868,Home,795.8117403563957,4,76,6.858514333665304,2019-08-28,0
